L;n;alfa.MV;alfa.GA;alfa.LN;alfa.LC
3.21;121;-2.199397534;-1.740659001;-2.19524615;-1.964002167
3.21;121;-2.474492435;-2.623074778;-2.264826736;-2.56464855
3.21;121;-2.286994604;-2.168457404;-1.974938587;-2.003928522
3.21;121;-1.914937768;-1.916372712;-1.913012037;-2.015039155
3.21;121;-1.646022468;-1.709755095;-1.88383595;-1.621577751
3.21;121;-2.367878986;-1.967167292;-1.975015947;-3.017887216
3.21;121;-2.648452629;-2.134291689;-2.05169816;-2.308801268
3.21;121;-2.349890062;-2.365657515;-1.973780935;-2.048775941
3.21;121;-1.762261085;-1.729497386;-1.762174186;-1.620161113
3.21;121;-2.105934401;-1.974627478;-2.13304912;-2.440071836
3.21;121;-1.846840238;-1.979552718;-2.024729917;-1.983814809
3.21;121;-1.80946896;-1.773884315;-1.827549861;-1.778813172
3.21;121;-2.205215329;-2.083799481;-2.205358487;-2.090590027
3.21;121;-2.014575173;-1.837402086;-1.830096713;-1.875321127
3.21;121;-2.270928169;-2.042073096;-2.065642025;-2.33768367
3.21;121;-1.647802334;-1.597900895;-1.61727014;-1.601132391
3.21;121;-2.019284388;-1.88898178;-2.108648537;-1.950611853
3.21;121;-2.416121793;-2.048426411;-2.189434436;-2.109674598
3.21;121;-1.989105383;-2.009504762;-1.981257296;-2.410757538
3.21;121;-2.028928131;-1.859815109;-1.723754359;-2.018291192
3.21;121;-2.318203915;-2.163722136;-2.113567896;-2.451199004
3.21;121;-1.994000725;-1.826231878;-1.837040322;-2.024829597
3.21;121;-2.435676928;-2.205330675;-2.232232428;-2.02247921
3.21;121;-2.110318672;-2.067136946;-2.277394785;-2.611123934
3.21;121;-2.23197976;-2.079449559;-2.063994087;-2.386414875
3.21;121;-2.173681429;-1.93024338;-2.195752209;-2.100296704
3.21;121;-2.087339205;-2.063297777;-1.907079034;-2.206962092
3.21;121;-2.10358197;-2.07374394;-1.800795032;-2.677201122
3.21;121;-1.977102282;-1.809013488;-2.215400708;-1.938985244
3.21;121;-2.347478511;-2.338814447;-2.386751639;-2.98670963
3.21;121;-2.100186509;-1.876818615;-1.985557385;-1.887875451
3.21;121;-1.992854034;-1.890142461;-2.039914163;-1.824919087
3.21;121;-2.383231299;-2.262174817;-2.115157963;-2.396667705
3.21;121;-1.943919908;-1.824402661;-1.941869473;-2.009859554
3.21;121;-1.88473605;-1.753650442;-1.668030293;-1.72921824
3.21;121;-2.244210854;-1.967052236;-2.265394063;-1.902452798
3.21;121;-2.267720768;-2.121574065;-1.874487188;-1.917432874
3.21;121;-2.161707601;-2.119997082;-1.927780379;-2.481536394
3.21;121;-2.485933227;-2.273169686;-2.121079917;-2.34507173
3.21;121;-2.289173265;-2.173399181;-1.931188461;-2.370015356
3.21;121;-2.560317038;-2.39017896;-2.720586023;-2.212264602
3.21;121;-2.647227911;-2.251554068;-2.050800902;-2.421642129
3.21;121;-1.765475192;-1.675101299;-1.788998122;-1.637864241
3.21;121;-1.912139477;-1.769070883;-2.200206066;-2.089414701
3.21;121;-2.086468629;-2.029301015;-1.973467924;-2.136420253
3.21;121;-2.097790031;-2.029325131;-1.921288492;-2.124956615
3.21;121;-2.438473097;-2.205172807;-2.329678097;-2.365491262
3.21;121;-2.142719712;-2.051295408;-2.084909014;-1.839574658
3.21;121;-2.423280923;-2.303777814;-2.171427536;-3.104696935
3.21;121;-2.24247076;-1.884710132;-1.968823378;-2.179778136
3.21;121;-2.245470332;-2.010713617;-2.067839554;-2.185502325
3.21;121;-2.09654514;-1.913883828;-1.889829726;-1.92392501
3.21;121;-2.20000201;-1.869870548;-1.936148042;-2.459032362
3.21;121;-2.171693851;-1.983346313;-1.840428269;-2.157890459
3.21;121;-2.140745925;-1.965997437;-1.594300386;-1.815131274
3.21;121;-2.130477414;-1.976289154;-1.984032205;-2.365816598
3.21;121;-1.982249971;-1.851402421;-1.714728165;-2.120019842
3.21;121;-2.514179963;-2.195306444;-2.208495884;-2.463495211
3.21;121;-1.972687922;-2.049466434;-1.986503431;-2.188188858
3.21;121;-1.842809962;-1.980454051;-1.622114334;-1.919399864
3.21;121;-1.720820765;-1.58464293;-1.921930963;-1.608522127
3.21;121;-1.922943546;-1.883994778;-1.92108377;-2.228734033
3.21;121;-1.930777474;-1.902900972;-1.863290881;-1.731316411
3.21;121;-2.098041528;-1.912565465;-2.332059953;-2.181940747
3.21;121;-1.846008991;-1.821029425;-2.099018446;-1.872179005
3.21;121;-2.437075949;-2.411550964;-2.168193978;-2.326290052
3.21;121;-2.121036316;-1.909491592;-2.149810361;-2.148631598
3.21;121;-2.512468643;-2.384302596;-2.366565012;-2.657902094
3.21;121;-2.060441833;-1.939890127;-1.910021144;-2.08480983
3.21;121;-2.049246991;-2.013194049;-2.052577948;-1.934165234
3.21;121;-2.123513282;-1.902451814;-1.914699428;-2.355093104
3.21;121;-2.269307772;-1.964158506;-2.140996105;-2.966769317
3.21;121;-2.150757113;-1.877683478;-2.101174095;-2.146515312
3.21;121;-1.854135112;-1.758040056;-1.783043392;-1.946255828
3.21;121;-2.102914425;-2.095674997;-2.054589215;-1.897017933
3.21;121;-2.112682688;-2.019607462;-2.005045165;-1.939954235
3.21;121;-2.303810346;-2.637935869;-2.20204629;-2.19479517
3.21;121;-2.277980658;-2.700405831;-2.150679024;-3.141297156
3.21;121;-2.008723172;-2.067253421;-2.108589943;-2.14760826
3.21;121;-2.10252645;-1.969396309;-1.950592087;-2.607672517
3.21;121;-1.934063129;-1.872515713;-1.806630389;-1.921172372
3.21;121;-2.363421449;-2.028330181;-2.2058006;-2.357605165
3.21;121;-1.855446877;-1.731567218;-1.787091051;-1.790749758
3.21;121;-2.062061342;-2.201790123;-1.969648494;-2.146311104
3.21;121;-2.801603523;-1.986073644;-2.147998149;-2.358622358
3.21;121;-2.298399747;-1.869137085;-1.94807095;-2.392810079
3.21;121;-2.402728075;-2.247134327;-2.017317266;-2.327567664
3.21;121;-2.417449199;-2.212987348;-1.855227175;-2.499959666
3.21;121;-1.885831949;-1.779328997;-1.830017955;-1.942916145
3.21;121;-1.829404609;-1.794370632;-1.903784809;-1.746074289
3.21;121;-2.240582824;-2.188016325;-2.099679678;-2.415459771
3.21;121;-2.13843735;-1.933327127;-1.955425957;-2.144786381
3.21;121;-2.231032685;-1.70161567;-2.277023459;-2.014606961
3.21;121;-1.891233758;-1.791942834;-1.874439247;-1.750597212
3.21;121;-1.772579559;-1.956167884;-1.743185725;-1.652659212
3.21;121;-1.840871943;-1.585489709;-1.804005762;-1.776302996
3.21;121;-2.439688481;-2.263925173;-2.173148395;-2.007843244
3.21;121;-1.808825458;-1.839998679;-2.041891974;-1.729336756
3.21;121;-1.911647164;-2.069149042;-1.835068672;-2.070966916
3.21;121;-2.201627752;-2.003961602;-2.171118749;-1.815025713
3.21;121;-2.052726314;-2.284636934;-2.02299696;-2.300234481
3.21;121;-2.404121004;-2.288847192;-2.060094907;-2.798980063
3.21;121;-2.012480051;-1.795397176;-1.903720876;-2.251732776
3.21;121;-2.193578102;-1.997167287;-2.018144169;-2.079407315
3.21;121;-2.281302721;-2.139134345;-1.904453529;-2.349400826
3.21;121;-2.519183571;-2.128415012;-1.811510873;-2.224681772
3.21;121;-2.168827731;-2.184477951;-1.976170961;-1.998215477
3.21;121;-2.141268687;-2.146181404;-1.977888594;-2.257660752
3.21;121;-1.997953035;-2.034016783;-2.246669906;-2.001053772
3.21;121;-1.928036111;-1.690090362;-1.916152186;-1.795763796
3.21;121;-2.057834012;-1.945059272;-2.425318879;-2.175253819
3.21;121;-1.841401218;-1.823459736;-2.072281646;-1.88718912
3.21;121;-2.276003717;-2.246163119;-1.735201312;-2.547701367
3.21;121;-1.906363762;-1.731104804;-2.008423398;-2.037227326
3.21;121;-2.042843402;-1.851789651;-1.870799814;-2.103381586
3.21;121;-2.058897429;-1.917394673;-1.908934049;-2.285916672
3.21;121;-2.107949975;-1.798083942;-2.050132235;-1.970525174
3.21;121;-1.785017497;-1.731666987;-2.052645139;-2.056039152
3.21;121;-2.095388743;-1.978090213;-1.862696581;-1.975075899
3.21;121;-2.094903035;-1.984386569;-2.104689703;-2.184670518
3.21;121;-2.395111605;-2.442728428;-1.85301569;-2.084116575
3.21;121;-1.6778741;-1.989804817;-2.102197478;-1.549912708
3.21;121;-1.936216322;-2.028336135;-1.814239979;-2.496193128
3.21;121;-2.005667141;-1.697503928;-2.057027902;-2.048564635
3.21;121;-2.285606341;-2.234605462;-2.073573074;-2.524380844
3.21;121;-2.243207935;-2.182016538;-1.632750615;-2.538111605
3.21;121;-1.770732755;-1.863874164;-2.090654625;-1.928436086
3.21;121;-2.007967154;-1.845857309;-1.76882678;-1.858121929
3.21;121;-2.096659316;-1.935593735;-2.17455133;-2.239424757
3.21;121;-1.958625431;-1.876520058;-2.035483325;-1.873116695
3.21;121;-2.029424472;-1.730535205;-2.092077176;-1.872084119
3.21;121;-2.365567541;-2.169426973;-2.107147542;-2.00617568
3.21;121;-1.876135908;-1.857511344;-2.224031718;-1.823968126
3.21;121;-2.067323094;-2.709672927;-1.793467028;-2.109547177
3.21;121;-2.018171015;-1.873265553;-2.324867427;-1.998223439
3.21;121;-1.958553651;-1.852608914;-1.980097907;-2.001158961
3.21;121;-2.29382388;-2.034620861;-1.874619633;-2.597815345
3.21;121;-2.295999669;-2.190393482;-2.118370033;-2.348973016
3.21;121;-1.966538693;-1.92906958;-1.828026546;-2.210978619
3.21;121;-2.300297178;-2.175786123;-1.816377201;-2.21724907
3.21;121;-1.639277347;-1.559639135;-2.109684161;-1.590776523
3.21;121;-1.980748101;-1.974711709;-1.697387953;-1.935466454
3.21;121;-2.099123139;-2.005671866;-1.943335534;-2.225634805
3.21;121;-2.4351222;-2.252551805;-2.016012649;-2.351255056
3.21;121;-2.197288176;-2.12155345;-2.286968957;-2.646230815
3.21;121;-2.181796689;-2.549518617;-2.050163335;-2.565270687
3.21;121;-1.994400613;-1.909532979;-1.764476412;-1.856204364
3.21;121;-2.212297234;-1.963286282;-1.959798648;-2.07589329
3.21;121;-2.418571644;-2.150902788;-2.191023226;-2.292460944
3.21;121;-2.284376111;-2.119964036;-2.254147818;-2.270372366
3.21;121;-2.165719984;-2.194684889;-2.091910443;-2.215994537
3.21;121;-1.821039692;-1.655389464;-2.333877749;-1.795887966
3.21;121;-2.142137659;-1.987850349;-1.832696246;-2.239259667
3.21;121;-1.923358332;-1.759131893;-2.015669419;-1.905548459
3.21;121;-1.958866605;-1.822110843;-1.866738823;-1.793604995
3.21;121;-1.87673582;-1.746514339;-1.840997131;-1.924297203
3.21;121;-1.873182105;-1.941585182;-1.808732769;-1.915120401
3.21;121;-2.073236733;-1.931019912;-1.846780221;-1.969685666
3.21;121;-2.088744408;-1.849495014;-2.37413009;-2.082059381
3.21;121;-1.7701993;-1.711607048;-2.362450948;-1.735765295
3.21;121;-2.45956309;-2.015821353;-1.686859373;-1.992319952
3.21;121;-2.164235959;-2.039710862;-2.399987279;-2.171095915
3.21;121;-1.923272833;-1.919810473;-1.922884751;-2.094073322
3.21;121;-1.871346893;-1.706688622;-1.85908652;-1.759366749
3.21;121;-1.962036032;-1.854245294;-2.004740115;-2.027689123
3.21;121;-1.872540005;-1.80093997;-1.949774715;-1.98721106
3.21;121;-3.018412959;-2.245492024;-1.699269658;-4.718418886
3.21;121;-1.845887034;-1.788551825;-2.390929696;-1.715075883
3.21;121;-2.15565107;-2.291271941;-1.753548584;-1.984940115
3.21;121;-2.061113126;-2.360447725;-1.804603012;-2.3079744
3.21;121;-1.847389157;-1.803679387;-2.302057823;-1.757946369
3.21;121;-2.761744011;-2.491765593;-1.821382373;-2.36415265
3.21;121;-2.096715691;-2.020174393;-2.436209886;-1.934697721
3.21;121;-2.328744031;-2.121194729;-1.89113838;-2.079343474
3.21;121;-2.979811237;-2.543940585;-2.037401096;-3.664395545
3.21;121;-1.813189684;-1.72636338;-2.757385459;-1.907397421
3.21;121;-2.066567912;-1.997453422;-1.889590044;-2.17165994
3.21;121;-2.066794587;-2.227519549;-2.096722555;-2.063436615
3.21;121;-1.89270498;-1.921126163;-2.014778454;-1.976058394
3.21;121;-1.950933569;-1.973595213;-1.781454476;-1.979652883
3.21;121;-2.064101294;-2.052353178;-1.791860832;-2.049197999
3.21;121;-2.250297615;-2.113631434;-2.126769583;-2.099156063
3.21;121;-1.952882742;-1.783744138;-2.309441401;-2.106573664
3.21;121;-1.968874159;-1.854343211;-2.028073764;-2.097242583
3.21;121;-1.757222052;-1.734562022;-1.977142349;-1.702536861
3.21;121;-2.165435762;-2.061128515;-1.734421483;-2.074729541
3.21;121;-2.033253991;-1.888735036;-2.023455349;-1.898045724
3.21;121;-1.839398191;-1.850862184;-1.764706553;-1.679682314
3.21;121;-2.324561235;-1.908647494;-1.761834761;-2.940981174
3.21;121;-2.066325447;-1.776905823;-2.46363061;-2.113256003
3.21;121;-2.09767852;-1.982357184;-1.848406709;-1.973968014
3.21;121;-2.236443834;-2.012493544;-2.075879749;-2.959437221
3.21;121;-2.19599783;-1.819231424;-1.950184632;-2.043104668
3.21;121;-2.107998238;-1.761049028;-2.112990544;-2.143050788
3.21;121;-1.858286048;-1.892731262;-1.961138036;-1.790810561
3.21;121;-2.253858703;-1.853864865;-1.804018292;-2.654023007
3.21;121;-1.929453572;-1.700040537;-2.103933186;-1.823543801
3.21;121;-2.101562934;-2.074205413;-1.810966127;-2.132251495
3.21;121;-2.02850949;-1.844727578;-2.043458018;-1.929030946
3.21;121;-1.999142038;-1.89714723;-1.921929677;-2.45733003
3.21;121;-2.156957575;-1.900327579;-1.902497464;-2.398397801
3.21;121;-2.100009252;-1.98773886;-2.129233102;-2.126126349
3.21;121;-2.339975279;-2.220987269;-1.964558311;-2.423207208
3.21;121;-2.275792877;-1.998994181;-2.466635314;-1.987896961
3.21;121;-2.019996764;-1.9552215;-2.210431498;-1.763861258
3.21;121;-2.260817617;-2.020879928;-1.965132388;-2.376889003
3.21;121;-1.987078669;-1.984738483;-2.143425031;-1.947828891
3.21;121;-2.00581727;-1.963910697;-2.113937274;-2.171483673
3.21;121;-2.354973421;-2.080337801;-1.961108778;-2.223957696
3.21;121;-1.700050832;-1.575788492;-2.174894803;-1.654121657
3.21;121;-1.951889629;-1.985466;-1.647537496;-2.133831689
3.21;121;-2.034941653;-1.970054158;-1.907199417;-1.844394052
3.21;121;-2.010921048;-1.707998543;-2.088323988;-1.847971792
3.21;121;-1.84038188;-1.931174739;-2.087111888;-1.839991407
3.21;121;-2.007721659;-1.720508401;-1.876151961;-2.125388889
3.21;121;-1.863849604;-1.849339639;-1.920859688;-1.815011815
3.21;121;-2.132238465;-2.136852091;-1.870632019;-2.782709838
3.21;121;-2.351561891;-2.074014483;-2.00361203;-2.110859631
3.21;121;-1.965762709;-1.800808461;-2.150037177;-1.955063159
3.21;121;-2.126650007;-2.288945179;-1.962065716;-2.227516775
3.21;121;-2.16809518;-2.077335036;-1.992665368;-2.48828795
3.21;121;-1.673240132;-1.685961918;-2.236559551;-1.616462922
3.21;121;-1.956856771;-1.890653476;-1.628415722;-1.709649045
3.21;121;-1.937540597;-1.823793629;-1.78040771;-1.957175094
3.21;121;-2.058182852;-1.93266707;-1.958022643;-2.072608553
3.21;121;-1.963550415;-1.799766674;-2.093872741;-1.810365212
3.21;121;-1.933978804;-1.641377758;-1.931116502;-2.0225009
3.21;121;-2.003063122;-1.91999615;-1.927763697;-2.031794076
3.21;121;-2.091133107;-1.863275959;-1.890304848;-1.98288798
3.21;121;-1.992050964;-1.967699768;-2.027198104;-2.173468756
3.21;121;-2.093833283;-1.788598434;-1.900476491;-2.017475369
3.21;121;-1.895251437;-1.771785446;-1.993572746;-1.709401362
3.21;121;-2.199508772;-2.127225396;-1.819081497;-2.050807223
3.21;121;-1.790638086;-1.697671014;-2.105303859;-1.954909065
3.21;121;-2.110029832;-1.931132184;-1.896428858;-2.087544837
3.21;121;-2.48887519;-2.326860429;-2.316772463;-2.38383932
3.21;121;-1.916680361;-1.962603644;-2.255115721;-2.407129485
3.21;121;-2.347429353;-2.474239581;-1.870168515;-2.695007728
3.21;121;-2.382644225;-1.900296568;-2.139586886;-2.073786233
3.21;121;-2.338669374;-1.960822073;-2.125774075;-2.362577464
3.21;121;-2.288326207;-2.233006086;-2.348874625;-2.514445525
3.21;121;-1.934328082;-1.863243982;-2.207317773;-2.039906159
3.21;121;-1.922340026;-1.7934462;-2.01692888;-1.86248486
3.21;121;-2.019378571;-1.878023907;-2.099251251;-1.882808247
3.21;121;-2.233930477;-2.183994098;-1.853355497;-2.015298673
3.21;121;-2.111298325;-2.22840387;-2.071227266;-2.079154785
3.21;121;-2.043385522;-2.142168023;-1.92074836;-2.568898537
3.21;121;-2.358531319;-2.046911492;-2.067904622;-2.355222662
3.21;121;-2.065106686;-1.974791144;-2.434045435;-1.873769971
3.21;121;-1.819174756;-1.928551091;-2.219961251;-1.861704011
3.21;121;-2.3798345;-2.161391586;-1.871905141;-3.23057754
3.21;121;-2.1465162;-2.06723741;-2.262374569;-2.447210509
3.21;121;-1.770323852;-1.678962484;-2.063035359;-1.646530487
3.21;121;-1.980260969;-1.951484617;-1.713103899;-2.009239382
3.21;121;-1.997036971;-2.183097688;-2.075465535;-1.904446328
3.21;121;-2.091110653;-2.275784944;-2.208766915;-1.973241682
3.21;121;-1.849788287;-1.828022097;-2.280760669;-1.928045514
3.21;121;-2.230873264;-1.816387314;-1.789809821;-2.316103136
3.21;121;-2.30627294;-2.140642487;-2.02760986;-2.132639027
3.21;121;-1.94857354;-1.976057449;-2.308146955;-1.856038039
3.21;121;-2.023371441;-1.774610803;-2.000506829;-2.229907741
3.21;121;-1.9687395;-1.834816817;-1.883270182;-2.041754299
3.21;121;-1.921925671;-1.898856554;-1.872201923;-1.8896179
3.21;121;-2.054376029;-1.942371417;-1.843261627;-2.108907667
3.21;121;-2.190153968;-2.010115303;-2.423289624;-1.877110564
3.21;121;-1.892251022;-1.849102329;-1.859515987;-2.116973998
3.21;121;-2.030890403;-1.900764741;-1.939761676;-2.017768523
3.21;121;-1.959049906;-1.813193352;-1.932883973;-2.28333277
3.21;121;-1.720338625;-1.60491382;-1.937639517;-1.643926232
3.21;121;-2.085153169;-1.922366058;-1.746981298;-1.932010423
3.21;121;-2.060565572;-1.986850598;-1.891624371;-1.847324129
3.21;121;-1.980367596;-1.767080747;-1.919627636;-1.92946216
3.21;121;-2.332975638;-2.028133463;-1.830125885;-2.32877069
3.21;121;-1.980125343;-1.955249254;-2.038537376;-2.100697138
3.21;121;-1.967480645;-1.858100721;-1.822160146;-2.029164197
3.21;121;-1.829136851;-1.755060803;-2.098982196;-1.799936833
3.21;121;-1.915719922;-1.799337067;-1.857440636;-1.817049832
3.21;121;-1.995327607;-1.905088583;-2.021371052;-1.829601784
3.21;121;-2.126412791;-1.918952797;-1.935187455;-2.10184781
3.21;121;-1.953731207;-1.99270437;-2.023497026;-2.401068926
3.21;121;-1.883130986;-1.780279273;-1.820134199;-1.950805657
3.21;121;-1.794302967;-1.796603669;-1.910761471;-1.799822892
3.21;121;-2.162335469;-2.002604262;-1.716747501;-1.967723811
3.21;121;-1.866060085;-1.723589764;-2.090761027;-1.822547226
3.21;121;-1.974327236;-1.798140985;-1.948147821;-1.954779373
3.21;121;-2.442342072;-2.192264272;-1.879340282;-2.820650594
3.21;121;-1.962126333;-1.905261589;-2.32664807;-1.935474137
3.21;121;-1.929604879;-2.000313556;-1.870289405;-1.986361976
3.21;121;-2.369437445;-2.682663071;-1.834320282;-2.159619567
3.21;121;-2.639579627;-2.037877072;-2.352703465;-3.037938178
3.21;121;-2.056360763;-1.847343387;-2.650210035;-2.006536246
3.21;121;-2.11221532;-1.941950901;-2.032744089;-2.202926718
3.21;121;-2.243336232;-1.959731407;-2.098964792;-2.459268559
3.21;121;-2.149508082;-2.006467636;-2.222970142;-2.067574456
3.21;121;-1.972610039;-1.896892743;-2.254526716;-1.945223938
3.21;121;-2.167138651;-2.176161364;-1.951835859;-2.065879036
3.21;121;-2.054483923;-1.96368859;-2.121546732;-1.960132052
3.21;121;-2.059167326;-1.899388373;-1.983586242;-2.172625837
3.21;121;-1.892725689;-1.788269135;-2.010000114;-1.858808163
3.21;121;-2.258262722;-2.158301642;-1.910202301;-1.904145531
3.21;121;-2.064632622;-1.938463502;-2.191646762;-2.006801432
3.21;121;-2.248297629;-2.062142106;-2.053935486;-2.311265282
3.21;121;-2.491640028;-2.127369759;-2.094789259;-2.393841319
3.21;121;-2.027337164;-2.057813656;-2.318107007;-2.094538901
3.21;121;-1.690787993;-1.710065957;-2.156331804;-1.75292592
3.21;121;-1.605565096;-1.647723253;-1.779961188;-1.634271869
3.21;121;-2.162147178;-1.81895796;-1.749552787;-1.806243624
3.21;121;-2.449647702;-2.145248135;-1.928954862;-2.641805646
3.21;121;-2.084858789;-1.934676062;-2.378034658;-2.035415283
3.21;121;-1.964594237;-1.8326753;-2.06776342;-1.873812525
3.21;121;-1.858841721;-1.877002417;-2.044662416;-1.889262298
3.21;121;-2.10008486;-1.923342349;-1.770504111;-1.895151165
3.21;121;-2.03974063;-2.095765421;-1.883435894;-2.324713728
3.21;121;-2.084749009;-1.898593028;-2.442514038;-1.958459442
3.21;121;-2.106709525;-1.804871174;-1.862167225;-1.942892855
3.21;121;-1.884530552;-1.579639459;-1.999844215;-1.841964283
3.21;121;-2.015264343;-1.832544444;-1.741744785;-1.911153769
3.21;121;-2.127230094;-1.967174816;-1.781898053;-1.818680951
3.21;121;-1.929430384;-1.800039318;-2.332639904;-1.796139612
3.21;121;-1.828793882;-1.675447067;-1.871147055;-1.792153366
3.21;121;-2.000539069;-1.987669716;-1.669444543;-1.902930919
3.21;121;-1.99390373;-2.195082791;-2.039897891;-2.121226309
3.21;121;-2.082483219;-2.015194922;-2.182810384;-2.010734514
3.21;121;-2.253798031;-2.0885162;-2.085610502;-2.29671487
3.21;121;-1.818121648;-1.718900318;-2.16747539;-1.961402522
3.21;121;-2.111282114;-2.083130047;-2.066572691;-2.329740386
3.21;121;-2.064089111;-1.870382517;-1.976463743;-1.831279148
3.21;121;-1.911904729;-1.848822946;-2.038221981;-1.904229987
3.21;121;-1.96695521;-1.944097821;-1.862586822;-2.384036819
3.21;121;-2.437786202;-2.23510641;-1.935173241;-2.487740766
3.21;121;-1.77392003;-1.685575056;-2.271969064;-1.853239165
3.21;121;-1.876764821;-1.840650717;-1.81309199;-2.088140917
3.21;121;-1.682660709;-1.6387121;-1.918568513;-1.736193779
3.21;121;-1.862247817;-1.70918163;-1.672982641;-1.862545417
3.21;121;-2.113065074;-2.026530628;-1.778063297;-2.256305286
3.21;121;-2.038572588;-1.884587656;-1.979978649;-1.989023407
3.21;121;-1.96622611;-1.857593436;-1.905499575;-1.838884724
3.21;121;-1.906103464;-1.780612349;-1.929413174;-1.775593593
3.21;121;-1.95596349;-1.863003062;-1.810858156;-1.887520448
3.21;121;-1.865281575;-1.853393061;-1.852787318;-1.668278444
3.21;121;-1.723527404;-1.73626026;-1.829145335;-1.638630855
3.21;121;-2.688849736;-2.272987766;-1.710665187;-2.762646797
3.21;121;-1.90029798;-1.844591525;-2.008295058;-1.739430057
3.21;121;-1.717500011;-1.606385327;-1.856155368;-1.705969964
3.21;121;-2.215975029;-2.035014718;-1.747117314;-2.197484768
3.21;121;-1.947775649;-1.913381589;-2.327843695;-2.001106209
3.21;121;-2.340733499;-2.202436362;-1.970577174;-2.39494576
3.21;121;-1.959206576;-1.83917787;-2.140920938;-1.855866746
3.21;121;-2.104476647;-1.97359666;-1.889048878;-1.850358783
3.21;121;-2.087535953;-1.914851027;-2.093882905;-2.381575198
3.21;121;-2.094691491;-2.088811737;-2.081680452;-2.515506429
3.21;121;-1.747861612;-1.642120772;-2.013654306;-1.764191648
3.21;121;-2.089463345;-1.922436374;-1.692449397;-1.939249181
3.21;121;-1.941657892;-1.823333516;-1.995569323;-1.900618297
3.21;121;-2.263524382;-2.101653443;-2.008673747;-3.001840089
3.21;121;-1.888746312;-1.81050909;-2.145155776;-1.933878869
3.21;121;-2.167090084;-2.098680108;-1.872246527;-2.140886863
3.21;121;-1.863393697;-1.804521343;-2.14629103;-2.021921165
3.21;121;-2.019013166;-2.095337193;-1.872406264;-2.112122785
3.21;121;-1.9035026;-1.807860897;-1.915273367;-2.149236003
3.21;121;-2.244302488;-2.155015404;-1.848975575;-2.006196253
3.21;121;-1.782025886;-1.67619911;-2.061370959;-1.785256841
3.21;121;-2.153987261;-2.084005289;-1.886720134;-2.176396405
3.21;121;-2.23438894;-2.011553168;-2.13336043;-2.112513573
3.21;121;-1.859692615;-2.028557806;-2.1460816;-1.89082321
3.21;121;-2.270546294;-2.061270857;-1.790512908;-2.18602895
3.21;121;-2.418878563;-2.34785747;-2.155919313;-2.187267092
3.21;121;-1.838632415;-1.971003134;-2.207146706;-1.73946322
3.21;121;-1.902921935;-2.111313293;-1.788905225;-1.864236578
3.21;121;-1.806990513;-1.619568976;-1.905297382;-1.809563099
3.21;121;-1.893999455;-1.843009779;-1.899582815;-2.064181064
3.21;121;-2.025845647;-2.056968786;-1.774199205;-1.865217647
3.21;121;-1.955125246;-1.966123905;-1.958631542;-1.790850897
3.21;121;-2.114331716;-2.003429943;-1.848078887;-2.212824725
3.21;121;-2.088711132;-2.031732116;-1.923403317;-2.235393602
3.21;121;-2.042752105;-2.166622067;-2.017818438;-2.312256269
3.21;121;-2.326131826;-2.014415193;-2.011537853;-2.39796219
3.21;121;-1.953533286;-1.755042147;-2.406828256;-1.745752922
3.21;121;-2.230494248;-2.079548173;-1.883388129;-2.26058683
3.21;121;-2.025008594;-1.836748425;-2.166190443;-2.384958667
3.21;121;-2.235200789;-1.960104929;-2.073387132;-2.326223881
3.21;121;-2.53832062;-2.162928694;-2.307878304;-2.3054334
3.21;121;-2.064892336;-1.797902387;-2.378603701;-2.148193032
3.21;121;-2.292004513;-1.974223112;-1.789902077;-2.018002894
3.21;121;-2.28102861;-1.969590399;-2.13779992;-1.953838626
3.21;121;-1.950130093;-1.840030797;-1.93745792;-1.743064803
3.21;121;-2.136728699;-1.909927324;-1.885709296;-2.158730468
3.21;121;-1.782609538;-1.692737549;-2.098709536;-1.822741147
3.21;121;-2.093912233;-1.864640801;-1.821043164;-2.14870793
3.21;121;-2.180921289;-1.974856862;-1.974320801;-2.107764938
3.21;121;-1.891388188;-2.020986448;-2.28390987;-1.856851386
3.21;121;-2.074978905;-1.94642325;-1.919199286;-2.319893272
3.21;121;-2.172151013;-2.030925214;-2.112828224;-2.662768504
3.21;121;-2.19794036;-1.961437196;-1.862015395;-2.205536168
3.21;121;-2.012836802;-1.795214965;-2.282896088;-1.783963968
3.21;121;-2.030484265;-2.106944256;-1.948876935;-2.641646022
3.21;121;-2.208142155;-2.042880115;-2.152917589;-2.309972068
3.21;121;-1.920717946;-2.095017548;-2.742972593;-1.871376237
3.21;121;-2.191820678;-2.402088332;-1.867650502;-2.040257239
3.21;121;-1.741091811;-1.678822624;-2.10184365;-1.695336395
3.21;121;-2.106634204;-2.062609745;-1.742284701;-2.181934332
3.21;121;-1.960034869;-2.113030996;-2.007861615;-2.026314824
3.21;121;-1.913783546;-1.970334466;-1.848827156;-1.945901448
3.21;121;-2.020476567;-1.953499268;-1.799187939;-1.819924362
3.21;121;-1.87555866;-1.944213294;-1.964672439;-1.780018151
3.21;121;-2.097949412;-2.050011703;-1.9660524;-2.21783333
3.21;121;-2.007805194;-1.834552268;-2.091912429;-2.065570473
3.21;121;-2.184020459;-1.903461235;-1.906483304;-2.272900146
3.21;121;-2.276766686;-1.900348465;-2.056035645;-2.25234758
3.21;121;-1.944881592;-1.965411052;-2.208936138;-1.83845554
