L;n;alfa.MV;alfa.GA;alfa.LN;alfa.LC
3.21;25;-12.41097726;-6.897701934;-8.537985853;-20
3.21;25;-4.22911696;-3.618142086;-5.29448135;-6.026203007
3.21;25;-20;-5.822919748;-3.364916878;-3.107133244
3.21;25;-11.79321474;-2.896528446;-4.065083782;-8.530985782
3.21;25;-20;-3.048972611;-2.786899227;-20
3.21;25;-20;-4.405225885;-2.72235704;-20
3.21;25;-9.573626368;-5.501594664;-3.683273358;-3.576141457
3.21;25;-16.80371182;-6.707119753;-4.526158695;-5.064997734
3.21;25;-20;-3.525660374;-4.730597933;-20
3.21;25;-5.339231785;-6.846556346;-2.243723922;-9.331288791
3.21;25;-20;-3.378635526;-5.395626887;-20
3.21;25;-6.04818936;-4.10204276;-3.317773238;-20
3.21;25;-7.89973736;-2.570972499;-4.188645275;-6.184377578
3.21;25;-5.134536745;-4.935106556;-2.927433347;-20
3.21;25;-11.60879417;-5.046859946;-4.1229427;-20
3.21;25;-6.70743145;-2.324205243;-2.94843717;-2.610215236
3.21;25;-7.810323381;-4.116287524;-1.824032475;-20
3.21;25;-13.03427371;-9.155113825;-4.121160456;-20
3.21;25;-3.208577902;-3.415850977;-7.6679451;-2.226479699
3.21;25;-14.33865643;-4.035137165;-3.352469376;-20
3.21;25;-11.75457772;-4.552644697;-6.581304968;-8.014113255
3.21;25;-20;-2.349702437;-2.87544133;-20
3.21;25;-20;-3.786425642;-3.781919861;-5.306863155
3.21;25;-10.39142552;-3.564685468;-2.706126885;-20
3.21;25;-5.942354273;-3.745474019;-2.812866743;-20
3.21;25;-6.06654351;-4.387904477;-3.222144696;-6.543735409
3.21;25;-8.32653932;-20;-20;-8.299656187
3.21;25;-14.42495109;-2.560779065;-6.669190802;-20
3.21;25;-16.38721382;-20;-4.184748943;-17.81217249
3.21;25;-4.60515366;-6.109694184;-5.189883784;-3.358070923
3.21;25;-20;-4.89194025;-1.686095955;-20
3.21;25;-19.61424768;-4.71377427;-3.125376576;-2.93222488
3.21;25;-8.861389524;-5.844850259;-3.340250029;-20
3.21;25;-20;-3.397136772;-4.276862118;-20
3.21;25;-15.36815204;-4.171803253;-2.905746789;-20
3.21;25;-9.313782247;-3.979404601;-3.231787623;-4.619563444
3.21;25;-5.175751098;-7.366143309;-10.42297585;-4.378578868
3.21;25;-9.787635417;-20;-20;-10.46687397
3.21;25;-20;-20;-6.378868509;-6.210553148
3.21;25;-20;-3.511490364;-3.06117558;-20
3.21;25;-20;-5.11248082;-3.211144708;-20
3.21;25;-5.368622533;-4.61013935;-4.936417277;-20
3.21;25;-20;-15.58170921;-4.254363503;-7.049087231
3.21;25;-20;-6.144565284;-3.648760354;-4.607830598
3.21;25;-20;-5.255365807;-20;-20
3.21;25;-20;-6.982807065;-5.138734524;-5.093634871
3.21;25;-20;-3.69123534;-2.067557859;-20
3.21;25;-20;-2.078450581;-1.972144736;-20
3.21;25;-20;-2.952824619;-3.437364624;-20
3.21;25;-17.37968;-4.391844269;-8.20172263;-4.39807461
3.21;25;-4.24327992;-5.997337392;-3.373532774;-5.894146298
3.21;25;-9.59222004;-3.443758925;-1.976003173;-12.24843481
3.21;25;-20;-4.043594394;-4.37467169;-4.014741622
3.21;25;-9.587214097;-5.295979559;-3.103073739;-7.973447114
3.21;25;-8.629057021;-3.140583809;-3.355730703;-3.317149187
3.21;25;-19.32340898;-3.961046206;-2.536277198;-20
3.21;25;-8.286103566;-3.628743116;-2.008049525;-20
3.21;25;-20;-2.919749553;-6.701603071;-20
3.21;25;-9.595829149;-7.096243481;-2.165063584;-20
3.21;25;-20;-4.204197828;-2.965344495;-3.135652785
3.21;25;-20;-3.43218904;-3.020109808;-20
3.21;25;-6.333398039;-4.424442145;-3.711368897;-20
3.21;25;-20;-6.698700689;-3.526015956;-20
3.21;25;-20;-5.592890942;-6.528092507;-20
3.21;25;-13.69329966;-6.64155843;-2.778080479;-2.851562275
3.21;25;-4.927687843;-10.37021346;-6.821143059;-2.667141747
3.21;25;-6.294993844;-4.067153223;-3.589831818;-2.902063476
3.21;25;-13.29844443;-3.453980987;-2.797800027;-3.056267646
3.21;25;-20;-3.225769881;-2.465013631;-20
3.21;25;-11.54778752;-2.563626867;-5.597066872;-20
3.21;25;-10.24399093;-5.978945549;-3.829048786;-20
3.21;25;-20;-3.161616926;-4.330912715;-6.187706591
3.21;25;-4.68330568;-3.359411845;-3.134326164;-20
3.21;25;-4.199146941;-3.552657219;-20;-3.19537191
3.21;25;-5.628851689;-20;-2.9143283;-20
3.21;25;-20;-2.871851741;-2.378196352;-20
3.21;25;-7.053782629;-7.298316609;-3.391238457;-2.812768061
3.21;25;-20;-3.268549071;-2.135900871;-20
3.21;25;-6.215963376;-2.273383027;-2.933236227;-20
3.21;25;-7.81123712;-3.082907039;-2.687646879;-20
3.21;25;-11.02754167;-6.304646174;-2.133386536;-20
3.21;25;-6.294021412;-2.467118132;-2.889052943;-4.436472234
3.21;25;-4.739204076;-4.080714629;-2.879719246;-2.263275628
3.21;25;-19.48680841;-2.683200469;-2.431236931;-20
3.21;25;-4.963722558;-3.275941031;-16.93993882;-3.790384855
3.21;25;-20;-20;-2.630047303;-8.027377281
3.21;25;-12.51498108;-5.890369581;-2.529421955;-20
3.21;25;-20;-3.740393494;-2.119243243;-3.605349169
3.21;25;-20;-5.312238043;-5.766256271;-12.87121671
3.21;25;-5.789809816;-20;-3.630631599;-20
3.21;25;-12.70394107;-4.008986933;-3.011456547;-12.03998799
3.21;25;-20;-4.247746855;-9.351853687;-20
3.21;25;-20;-6.523234192;-2.931705599;-20
3.21;25;-15.11616901;-3.799903616;-9.29980094;-20
3.21;25;-20;-11.05764997;-9.467889468;-20
3.21;25;-13.84054242;-17.51587617;-3.179245432;-3.434037675
3.21;25;-20;-4.173529717;-4.364102412;-20
3.21;25;-20;-4.940406374;-2.300140989;-20
3.21;25;-18.39197921;-2.471135343;-3.052251174;-8.469392991
3.21;25;-7.12192111;-4.158305186;-2.788642052;-3.044352771
3.21;25;-6.707859966;-3.009488435;-3.482728629;-3.691484107
3.21;25;-6.762170411;-3.222625804;-3.839324134;-3.292893295
3.21;25;-20;-7.290870903;-3.889324194;-4.41771696
3.21;25;-20;-3.975888861;-6.119621775;-20
3.21;25;-20;-10.16960998;-4.336398501;-5.069552806
3.21;25;-20;-6.596269447;-4.244025363;-20
3.21;25;-20;-7.12803312;-3.357879912;-20
3.21;25;-20;-5.129711801;-6.44743096;-20
3.21;25;-20;-5.443678911;-10.62409395;-20
3.21;25;-9.627601054;-17.00156494;-3.432085448;-20
3.21;25;-20;-2.944118105;-2.998798395;-20
3.21;25;-3.623344069;-3.511517384;-1.977540978;-2.676087127
3.21;25;-5.948600004;-3.124565107;-5.619923599;-6.970169068
3.21;25;-4.548711678;-16.19624698;-2.253834854;-3.598875359
3.21;25;-20;-3.087149435;-5.365771196;-5.73212164
3.21;25;-4.526560908;-3.996106819;-4.505393726;-20
3.21;25;-4.676425921;-4.19145875;-5.325293782;-14.21474259
3.21;25;-6.99574611;-12.0570426;-6.087026448;-3.253291956
3.21;25;-9.864076007;-20;-3.043155177;-3.532034058
3.21;25;-8.617842521;-20;-2.735438519;-3.545390045
3.21;25;-11.01852216;-4.165336307;-3.62000763;-3.970259137
3.21;25;-4.466138751;-4.378928371;-3.681759266;-20
3.21;25;-7.566283017;-4.388894735;-6.54486304;-18.39474871
3.21;25;-20;-20;-3.237150242;-10.37869164
3.21;25;-9.86193062;-5.110837469;-2.945752284;-13.18521887
3.21;25;-20;-3.607681276;-2.914167964;-2.992014743
3.21;25;-7.537461023;-3.839336766;-3.457455937;-5.372837503
3.21;25;-5.480738616;-3.149257493;-3.72340138;-4.270773486
3.21;25;-5.476820242;-12.6088708;-4.070317377;-2.252835743
3.21;25;-6.275662229;-5.496128596;-2.679923535;-20
3.21;25;-6.006660984;-3.125828353;-3.031807744;-6.057440032
3.21;25;-20;-3.204439608;-2.439795864;-20
3.21;25;-5.595300942;-4.56451805;-2.498857003;-5.263998791
3.21;25;-3.892256839;-3.403495404;-12.28910851;-2.801432084
3.21;25;-7.138057069;-9.463228691;-2.912713461;-3.29973371
3.21;25;-6.80458637;-4.349782901;-4.178645912;-20
3.21;25;-17.94874743;-3.299853025;-3.071821673;-20
3.21;25;-4.968205415;-3.953683539;-3.386155959;-3.799192137
3.21;25;-15.59914113;-4.960700205;-3.677674814;-5.220876555
3.21;25;-20;-4.389036583;-2.03855531;-3.975593806
3.21;25;-20;-4.942144009;-3.604647321;-20
3.21;25;-20;-5.952214637;-2.264418827;-10.64990464
3.21;25;-6.115521896;-3.436997948;-3.605055812;-20
3.21;25;-20;-6.822329839;-2.226746194;-20
3.21;25;-6.639642776;-2.522590382;-4.406460302;-4.042279864
3.21;25;-7.866456498;-5.635076266;-4.406933079;-3.764516308
3.21;25;-3.777252356;-5.060068879;-2.6589582;-2.734056124
3.21;25;-6.402738336;-3.459173345;-2.974827747;-20
3.21;25;-12.4221917;-4.31655333;-4.200122424;-20
3.21;25;-5.673474887;-4.901137751;-2.539749465;-6.766545602
3.21;25;-20;-3.580263509;-2.740485033;-20
3.21;25;-20;-3.291090797;-3.241026825;-20
3.21;25;-6.304336845;-3.113701893;-2.274116912;-20
3.21;25;-8.340881967;-3.672140869;-2.867303172;-20
3.21;25;-20;-5.388282179;-2.577318136;-8.272444676
3.21;25;-13.81304888;-4.301917356;-5.950805692;-20
3.21;25;-13.6131253;-2.942390445;-3.058993814;-20
3.21;25;-5.926087704;-3.385865586;-2.313433328;-3.2027226
3.21;25;-9.402927815;-7.208981436;-6.380501894;-20
3.21;25;-5.082396229;-3.107701108;-3.50877923;-2.345908826
3.21;25;-7.447715326;-8.536364124;-6.458250995;-20
3.21;25;-5.291479794;-3.321554931;-7.492049579;-20
3.21;25;-2.681298965;-4.516412469;-5.003641825;-2.0207169
3.21;25;-7.591765503;-5.133195192;-18.70542826;-20
3.21;25;-8.743958218;-10.87821293;-6.130644027;-20
3.21;25;-9.337748351;-8.617835069;-2.983997609;-3.158217424
3.21;25;-9.880461962;-20;-3.757589752;-3.139814371
3.21;25;-6.084390374;-3.919737679;-3.562113359;-20
3.21;25;-20;-6.612736196;-6.769406146;-14.41364564
3.21;25;-20;-4.446369435;-2.992624743;-8.125516958
3.21;25;-20;-3.596951393;-2.604884893;-20
3.21;25;-5.698684307;-5.330074492;-4.831091053;-5.164726719
3.21;25;-20;-6.175224146;-3.247480325;-4.623817414
3.21;25;-20;-4.348973371;-20;-20
3.21;25;-3.951262147;-2.160873916;-5.74766451;-2.94062817
3.21;25;-11.8267098;-4.934735186;-2.179918905;-20
3.21;25;-2.710148236;-4.549519018;-3.887976948;-2.131274547
3.21;25;-15.38454332;-2.771100392;-2.794875141;-3.39227995
3.21;25;-13.19601396;-3.522201329;-3.678638299;-11.98098417
3.21;25;-4.463165518;-3.461451635;-2.405579807;-6.105415337
3.21;25;-5.288764859;-4.215375676;-3.019020262;-4.716983637
3.21;25;-5.650732628;-3.556569312;-3.364285752;-3.274624609
3.21;25;-13.03612941;-3.420132381;-3.848779033;-20
3.21;25;-5.855880079;-3.175385261;-3.090686508;-5.312126967
3.21;25;-20;-3.453734935;-3.458540548;-20
3.21;25;-7.285243335;-4.738822262;-5.934793505;-4.167647135
3.21;25;-17.31222964;-6.188022825;-5.080481595;-20
3.21;25;-9.211108202;-5.821145391;-2.317637062;-9.833640809
3.21;25;-14.06364091;-4.816619174;-1.81319109;-10.14034469
3.21;25;-17.56445872;-4.093080925;-2.917076142;-20
3.21;25;-10.94474676;-2.920569383;-3.187121499;-7.913057001
3.21;25;-20;-5.126422836;-3.625957314;-6.392515536
3.21;25;-6.15190065;-5.732794554;-4.416119847;-5.662482539
3.21;25;-20;-2.968431354;-3.873312904;-20
3.21;25;-11.17952108;-2.394750166;-1.923219957;-13.4155786
3.21;25;-19.55285037;-5.61331223;-5.217207077;-20
3.21;25;-12.8225073;-2.033374899;-2.994019116;-16.60674842
3.21;25;-8.045784495;-8.44270518;-4.648144789;-20
3.21;25;-5.777343672;-3.8171414;-5.060166726;-2.366918471
3.21;25;-20;-6.784012434;-4.648000505;-4.018214658
3.21;25;-8.881111382;-6.535924814;-2.321549016;-5.13499174
3.21;25;-20;-5.456808385;-9.969547028;-20
3.21;25;-20;-4.038593121;-2.887779993;-4.390577382
3.21;25;-18.15687666;-20;-20;-20
3.21;25;-9.801325299;-4.505575843;-3.026850898;-5.069297251
3.21;25;-20;-20;-2.558368401;-20
3.21;25;-4.494107925;-3.721249301;-4.251521605;-7.98503459
3.21;25;-14.02372225;-3.578956142;-4.666857827;-6.554772391
3.21;25;-20;-20;-2.554846643;-5.424418254
3.21;25;-20;-12.02900013;-7.60873408;-7.477875485
3.21;25;-6.655590763;-4.981891821;-2.030295;-3.00961543
3.21;25;-20;-5.095274281;-4.900278869;-20
3.21;25;-14.86177786;-2.320092197;-1.974533421;-20
3.21;25;-5.431291578;-3.696131972;-3.306863539;-4.666903966
3.21;25;-8.019247386;-6.111710504;-4.242508436;-20
3.21;25;-3.174574788;-2.799502796;-2.356113417;-2.214128128
3.21;25;-5.34946836;-2.404191503;-3.046390773;-6.610822713
3.21;25;-17.5669276;-4.898166259;-2.939625426;-7.705654821
3.21;25;-3.780914099;-4.044155785;-3.465579768;-3.570120775
3.21;25;-6.332862222;-3.349176616;-4.398325836;-13.31236933
3.21;25;-3.783908132;-10.60030249;-2.718843933;-2.277271026
3.21;25;-5.983613611;-2.629232098;-5.612232391;-13.78149518
3.21;25;-20;-3.055103397;-4.665757764;-20
3.21;25;-20;-3.668150872;-20;-20
3.21;25;-11.28919023;-4.585486842;-5.768952039;-20
3.21;25;-6.511844169;-5.724323525;-4.241971359;-5.60484998
3.21;25;-7.183273984;-12.04926363;-2.400288653;-20
3.21;25;-20;-5.117629518;-2.805582009;-4.451847956
3.21;25;-7.431882953;-13.64604424;-2.437766472;-3.197368716
3.21;25;-7.390765175;-5.059913242;-5.135261376;-20
3.21;25;-20;-2.981206562;-3.180767844;-20
3.21;25;-20;-11.77405355;-3.338318411;-20
3.21;25;-20;-3.62660097;-7.605532388;-5.749474845
3.21;25;-4.490187942;-4.109660592;-2.291861039;-2.472703011
3.21;25;-20;-20;-5.341096259;-20
3.21;25;-4.94185261;-3.14251082;-2.73644349;-2.565089925
3.21;25;-5.883777689;-16.25338881;-17.80952098;-2.707592337
3.21;25;-20;-4.151576422;-3.583603684;-16.93209351
3.21;25;-20;-20;-3.116011723;-20
3.21;25;-16.36675785;-4.456546186;-2.915865434;-3.595240381
3.21;25;-7.523315287;-4.230669447;-4.314119026;-20
3.21;25;-20;-3.431683207;-1.775346615;-3.795865476
3.21;25;-6.09217861;-6.034073728;-2.247525742;-2.918322161
3.21;25;-14.2769326;-1.799339715;-7.786113494;-2.739030732
3.21;25;-7.26294926;-2.801468994;-3.516565049;-9.850563647
3.21;25;-3.124085087;-20;-2.91613602;-2.262474326
3.21;25;-3.471500648;-6.522470263;-6.406035812;-3.368288475
3.21;25;-4.927848023;-3.096224172;-4.332006612;-3.661488075
3.21;25;-5.297246885;-8.323996866;-2.977654508;-20
3.21;25;-20;-4.842895685;-3.017458043;-20
3.21;25;-7.753329435;-2.906130128;-2.484060826;-3.599130626
3.21;25;-12.77917146;-3.859094243;-2.735852438;-20
3.21;25;-14.2723393;-3.445442604;-2.91673616;-4.089652312
3.21;25;-7.602402899;-5.273625864;-5.404693308;-4.627202861
3.21;25;-20;-4.789357099;-2.210265397;-4.245073758
3.21;25;-15.41442947;-11.20868618;-4.203769838;-20
3.21;25;-16.35178007;-3.172581898;-9.079429928;-20
3.21;25;-20;-3.798336525;-2.510394388;-20
3.21;25;-7.472544519;-20;-2.898662646;-20
3.21;25;-5.536947284;-3.273389557;-5.289742118;-2.628593691
3.21;25;-6.901631019;-6.046388864;-3.640812946;-12.7602052
3.21;25;-20;-3.375365932;-2.72447574;-13.12698325
3.21;25;-4.702585581;-15.35503795;-2.932881353;-20
3.21;25;-12.86822875;-3.978155649;-3.344479983;-20
3.21;25;-8.995553124;-2.667123471;-3.137437949;-20
3.21;25;-20;-4.069866815;-3.110835296;-20
3.21;25;-12.85966307;-5.738358729;-3.55111071;-20
3.21;25;-5.919063047;-7.795599955;-4.903305186;-3.629999721
3.21;25;-15.26752191;-5.19098384;-3.321864621;-20
3.21;25;-20;-7.56326083;-4.643653561;-20
3.21;25;-2.632822092;-3.543422043;-2.309119271;-2.013729049
3.21;25;-20;-4.093403671;-4.6746183;-10.19048226
3.21;25;-8.514108597;-3.230179885;-3.488853115;-3.952728844
3.21;25;-6.998940999;-7.691361308;-2.552840005;-4.923165711
3.21;25;-5.444927388;-2.72096669;-6.161938612;-7.167149594
3.21;25;-5.518407355;-2.496544365;-7.372159171;-3.086720445
3.21;25;-11.62908293;-8.410435099;-11.66102398;-7.467231288
3.21;25;-13.25852052;-20;-2.685578469;-20
3.21;25;-3.869089015;-5.502124174;-3.097576699;-2.877747147
3.21;25;-20;-4.59187373;-4.208057264;-20
3.21;25;-20;-4.312215567;-8.588590498;-20
3.21;25;-20;-3.423813205;-5.494919005;-5.283423764
3.21;25;-4.033972746;-2.792091399;-2.223477847;-3.380358251
3.21;25;-12.70437644;-4.339116268;-2.947795116;-6.530562129
3.21;25;-9.144398073;-3.9548146;-7.19174453;-4.674473645
3.21;25;-13.42792937;-4.529857043;-2.642913231;-20
3.21;25;-9.305443452;-4.368873162;-2.090395825;-3.350366373
3.21;25;-10.70466382;-2.769664996;-13.14135643;-3.260865794
3.21;25;-6.360861265;-4.763083728;-2.486282254;-20
3.21;25;-20;-20;-4.692957442;-4.12231938
3.21;25;-20;-3.544203804;-3.011811434;-20
3.21;25;-4.713788708;-5.53409925;-4.120006077;-4.347723678
3.21;25;-20;-3.301561085;-2.701483136;-20
3.21;25;-4.116344487;-5.713553191;-3.644097313;-18.12170626
3.21;25;-17.46387727;-4.767940972;-5.10848042;-20
3.21;25;-20;-3.742283243;-20;-2.995615617
3.21;25;-4.826091249;-20;-2.47876052;-20
3.21;25;-20;-6.745178391;-2.857504635;-4.16639116
3.21;25;-4.821738343;-17.35114726;-3.073570529;-4.47400045
3.21;25;-20;-5.284896884;-2.705318078;-20
3.21;25;-20;-5.009176449;-3.247549047;-4.562587227
3.21;25;-8.175680869;-2.875640089;-10.68935908;-2.541543145
3.21;25;-20;-7.918461759;-11.55136687;-20
3.21;25;-11.06431508;-8.14643874;-10.39445112;-5.32363439
3.21;25;-4.302575578;-20;-5.777770818;-2.700822409
3.21;25;-17.73469227;-5.186187744;-2.532302975;-7.037020348
3.21;25;-20;-5.089956397;-12.05563112;-5.516055375
3.21;25;-14.48574824;-4.065031374;-4.065738403;-20
3.21;25;-20;-16.66612971;-1.803519556;-7.241140834
3.21;25;-20;-5.950593292;-10.56378128;-20
3.21;25;-20;-2.791064643;-20;-4.200685535
3.21;25;-20;-17.18138045;-3.29644584;-20
3.21;25;-10.38511284;-20;-3.198285804;-3.349166008
3.21;25;-3.015146749;-3.412446471;-2.972007;-2.154636017
3.21;25;-20;-2.998241977;-3.515875677;-20
3.21;25;-20;-4.372112827;-5.991093874;-20
3.21;25;-20;-4.001732289;-2.538488024;-9.576589048
3.21;25;-12.38173438;-5.707582915;-2.691721285;-2.743508712
3.21;25;-12.17743314;-2.469913702;-3.200960437;-20
3.21;25;-7.9680239;-4.134196537;-4.094252975;-20
3.21;25;-20;-4.427489002;-2.846763353;-14.03774719
3.21;25;-9.220308121;-8.238257659;-3.261550801;-4.132222813
3.21;25;-7.135665347;-4.134985982;-5.199361022;-16.06320534
3.21;25;-5.425634767;-3.03991207;-2.739396354;-2.488864934
3.21;25;-20;-2.668483552;-4.538407268;-20
3.21;25;-10.53074499;-3.052114684;-7.041054933;-20
3.21;25;-3.914490979;-5.140928409;-2.703919524;-2.350169255
3.21;25;-3.985840326;-9.53261054;-4.133650468;-15.45587482
3.21;25;-5.609148439;-3.916444251;-4.110641245;-2.775237143
3.21;25;-20;-5.375097759;-7.385726526;-20
3.21;25;-20;-3.158431663;-2.532528505;-20
3.21;25;-9.251920029;-20;-2.943990666;-20
3.21;25;-20;-4.064398984;-7.033619999;-20
3.21;25;-6.480282385;-3.502254338;-1.973744546;-2.703664877
3.21;25;-20;-7.968967619;-4.749935557;-20
3.21;25;-20;-4.048238104;-2.577529773;-20
3.21;25;-6.725288357;-4.225168407;-2.318710639;-20
3.21;25;-20;-3.889943445;-2.990814838;-20
3.21;25;-2.857089718;-2.459541261;-5.208706055;-2.240248306
3.21;25;-6.359740141;-3.299167743;-2.954242725;-3.743707193
3.21;25;-5.109088569;-4.612028373;-4.997557519;-20
3.21;25;-4.776259114;-3.267956863;-5.436957442;-2.766556193
3.21;25;-4.271152893;-11.38229803;-2.469896094;-2.870289138
3.21;25;-20;-4.485811651;-4.73192538;-20
3.21;25;-4.167006969;-3.092765084;-2.652766659;-2.674848975
3.21;25;-20;-7.240472983;-5.311913783;-20
3.21;25;-20;-3.634883633;-3.328079899;-20
3.21;25;-6.748851275;-5.822019065;-4.816182454;-20
3.21;25;-12.23722851;-3.432294147;-4.298264383;-20
3.21;25;-20;-4.27309956;-3.797080292;-20
3.21;25;-20;-6.036536846;-3.78264566;-20
3.21;25;-3.738920906;-4.225776218;-5.912967408;-4.242475385
3.21;25;-20;-6.026651075;-2.766367658;-3.481015346
3.21;25;-6.397158219;-4.108198443;-4.405193059;-4.244828243
3.21;25;-17.7283934;-5.075629417;-2.606201406;-20
3.21;25;-4.439113533;-3.928940673;-2.758576029;-4.080260137
3.21;25;-8.443891005;-4.183235467;-3.405337343;-20
3.21;25;-20;-9.920202721;-4.01396391;-20
3.21;25;-7.476660943;-12.58270277;-2.059010847;-20
3.21;25;-9.392285739;-4.115675728;-2.49958045;-20
3.21;25;-18.02195467;-5.521213806;-3.426836296;-20
3.21;25;-20;-4.096386079;-6.088671608;-20
3.21;25;-7.797175456;-4.479568858;-9.181501608;-20
3.21;25;-18.40813513;-2.47184915;-2.461475084;-13.86819754
3.21;25;-6.770362731;-5.642038608;-4.705924302;-6.090306579
3.21;25;-5.937134346;-6.254191347;-3.800398055;-20
3.21;25;-20;-4.493921099;-2.733994758;-6.467981169
3.21;25;-20;-6.528933566;-3.649592019;-12.56890483
3.21;25;-20;-7.737330042;-2.727295412;-20
3.21;25;-9.589810496;-3.277239277;-2.315107115;-3.675000075
3.21;25;-20;-3.940819367;-2.814575556;-20
3.21;25;-20;-4.688499003;-3.614732897;-20
3.21;25;-7.636042362;-2.293363768;-3.034354772;-20
3.21;25;-15.56727937;-2.41532459;-4.61970538;-5.562486896
3.21;25;-3.669803522;-4.253122271;-2.516689746;-6.309810928
3.21;25;-20;-4.639880135;-3.261645321;-6.149725899
3.21;25;-3.056400696;-5.296115461;-2.611744016;-2.414851864
3.21;25;-20;-2.695905824;-6.330321106;-20
3.21;25;-12.30168018;-4.260330389;-4.078042592;-4.867933861
3.21;25;-20;-3.37851404;-3.178555928;-20
3.21;25;-11.53462698;-7.091930458;-3.752702042;-4.521561154
3.21;25;-6.824176827;-4.453036132;-2.052616321;-10.49091458
3.21;25;-6.889180767;-3.954916794;-6.443491072;-5.559209086
3.21;25;-20;-4.614660869;-2.798040747;-20
3.21;25;-5.289042454;-4.05095422;-3.382085503;-2.665700194
3.21;25;-19.71430414;-6.080310943;-4.143114521;-19.53430772
3.21;25;-20;-4.411512514;-1.901067354;-20
3.21;25;-4.050888648;-2.998315076;-3.772982834;-6.46512809
3.21;25;-15.56017438;-5.346874044;-4.023614841;-13.25217523
3.21;25;-12.10182539;-2.866881963;-4.707316093;-3.766257469
3.21;25;-6.866190013;-3.494630635;-3.997052525;-20
3.21;25;-20;-4.283928026;-2.971753471;-20
3.21;25;-20;-5.198574995;-2.987206416;-20
3.21;25;-4.049357889;-4.946496499;-2.328178791;-20
3.21;25;-20;-3.508136678;-3.995970585;-7.76071766
3.21;25;-15.09481621;-20;-3.384873328;-20
3.21;25;-7.983609375;-3.036160275;-2.741475315;-2.661135792
3.21;25;-13.78016757;-5.246671665;-2.186355753;-6.537556918
3.21;25;-12.70116033;-2.878854732;-1.756710117;-4.163993285
3.21;25;-5.484831059;-2.975207203;-5.340276708;-3.678919241
3.21;25;-8.704744981;-20;-6.589600036;-4.638376131
3.21;25;-3.169164462;-15.20095357;-3.353525754;-7.973283445
3.21;25;-19.36653954;-20;-2.324448484;-20
3.21;25;-10.71783338;-3.912747942;-5.27250766;-3.119992532
3.21;25;-4.634137664;-3.683557528;-14.78666135;-2.679224611
3.21;25;-3.631127377;-4.176214078;-4.246405064;-5.584501831
3.21;25;-20;-4.304349699;-3.075610923;-20
3.21;25;-6.037901469;-2.82814499;-3.673937544;-16.30575966
3.21;25;-20;-3.942462798;-3.214884799;-3.215154984
3.21;25;-5.161837391;-20;-3.255312134;-4.365650897
3.21;25;-20;-3.662907631;-2.933274649;-20
3.21;25;-20;-2.128325189;-4.671153307;-13.8897476
3.21;25;-7.125578686;-3.956292628;-10.27899527;-3.722885712
3.21;25;-20;-4.271753694;-7.261304932;-5.288723084
3.21;25;-20;-2.823396509;-3.704085273;-20
3.21;25;-13.59124641;-4.927954373;-20;-20
3.21;25;-13.65694303;-20;-3.799104256;-3.948377608
